2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
28,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
29,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
37,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
40,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
49,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
53,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
54,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
56,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
57,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
68,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
71,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
74,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
75,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
79,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
80,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
82,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
86,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
92,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
94,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
98,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
103,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
106,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
115,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
119,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
135,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
148,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
152,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
167,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
172,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
179,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
183,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
186,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
195,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
197,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
199,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
213,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
216,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
243,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
254,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
255,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
260,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
261,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
267,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
273,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
274,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
284,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
290,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
292,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
295,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
300,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
301,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
309,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
313,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
316,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
324,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
326,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
335,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
345,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
350,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
351,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
353,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
357,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
360,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
361,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
362,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
365,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
371,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
375,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
383,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
385,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
390,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
399,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
401,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
402,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
412,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
415,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
418,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
425,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
426,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
432,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
436,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
440,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
442,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
465,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
466,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
471,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
472,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
473,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
478,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
481,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
487,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
488,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
495,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
505,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
512,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
521,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
542,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
548,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
551,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
553,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
557,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
558,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
560,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
561,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
568,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
569,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
572,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
573,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
576,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
580,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
585,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
593,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
600,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
614,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
618,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
631,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
640,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
646,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
651,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
665,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
668,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
669,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
